,emb_that,emb_wh,emb_whether,pairID
908,The Impressionists wouldn't reveal that Renee reveals that this boy was understanding Kenneth.,The Impressionists wouldn't reveal who Renee reveals that this boy was understanding.,The Impressionists wouldn't reveal that Renee reveals whether this boy was understanding Kenneth.,908
909,Douglas did find out that those boys realize that most partners had bit Chad.,Douglas did find out who those boys realize that most partners had bit.,Douglas did find out that those boys realize whether most partners had bit Chad.,909
910,Christopher was remembering that Laurie is remembering that a guest attacks a lot of people.,Christopher was remembering who Laurie is remembering that a guest attacks.,Christopher was remembering that Laurie is remembering whether a guest attacks a lot of people.,910
911,Some waiters discover that Rachel can't realize that doctors had escaped from a teenager.,Some waiters discover who Rachel can't realize that doctors had escaped from.,Some waiters discover that Rachel can't realize whether doctors had escaped from a teenager.,911
912,A piano teacher found out that this boy hasn't learned that those contractors throws skateboards.,A piano teacher found out what this boy hasn't learned that those contractors throws.,A piano teacher found out that this boy hasn't learned whether those contractors throws skateboards.,912
913,Tiffany isn't forgetting that some senator had figured out that those doctors didn't disturb Carolyn.,Tiffany isn't forgetting who some senator had figured out that those doctors didn't disturb.,Tiffany isn't forgetting that some senator had figured out whether those doctors didn't disturb Carolyn.,913
914,Jessica is investigating that most dentists reveal that those dancers led many electricians.,Jessica is investigating who most dentists reveal that those dancers led.,Jessica is investigating that most dentists reveal whether those dancers led many electricians.,914
915,Julie realized that Larry isn't investigating that the patient didn't explore the cafe.,Julie realized what Larry isn't investigating that the patient didn't explore.,Julie realized that Larry isn't investigating whether the patient didn't explore the cafe.,915
916,Julia discovers that Michelle figured out that that organization hates some oncologist.,Julia discovers who Michelle figured out that that organization hates.,Julia discovers that Michelle figured out whether that organization hates some oncologist.,916
917,Naomi hasn't investigated that Ronald knows that some guest ascends the slope.,Naomi hasn't investigated what Ronald knows that some guest ascends.,Naomi hasn't investigated that Ronald knows whether some guest ascends the slope.,917
918,That contractor hasn't realized that Brett reveals that that association drew those contractors.,That contractor hasn't realized who Brett reveals that that association drew.,That contractor hasn't realized that Brett reveals whether that association drew those contractors.,918
919,George is figuring out that some partner knew that some schools are riding all bikes.,George is figuring out what some partner knew that some schools are riding.,George is figuring out that some partner knew whether some schools are riding all bikes.,919
920,Brian could conceal that these senators find out that the dentists lifted this door.,Brian could conceal what these senators find out that the dentists lifted.,Brian could conceal that these senators find out whether the dentists lifted this door.,920
