,obj_that,obj_wh,pp_wh,subj_wh,pairID
951,The person forgets that that organization hadn't listened to Christine with Irene.,The person forgets who that organization hadn't listened to with Irene.,The person forgets who that organization hadn't listened to Christine with.,The person forgets who hadn't listened to Christine.,951
952,All hairdressers did investigate that the students would purchase a couch for Todd.,All hairdressers did investigate what the students would purchase for Todd.,All hairdressers did investigate what the students would purchase a couch for.,All hairdressers did investigate what would purchase a couch.,952
953,Every waiter would figure out that that actress would tear this sock for every associate.,Every waiter would figure out what that actress would tear for every associate.,Every waiter would figure out what that actress would tear this sock for.,Every waiter would figure out what would tear this sock.,953
954,Some hospitals knew that this fish was stunning Martin for Wendy.,Some hospitals knew who this fish was stunning for Wendy.,Some hospitals knew who this fish was stunning Martin for.,Some hospitals knew who was stunning Martin.,954
955,Robert couldn't know that the guest was complaining about a lot of associates with Erin.,Robert couldn't know who the guest was complaining about with Erin.,Robert couldn't know who the guest was complaining about a lot of associates with.,Robert couldn't know who was complaining about a lot of associates.,955
956,Tamara knew that that man is exposing Benjamin with most associates.,Tamara knew who that man is exposing with most associates.,Tamara knew who that man is exposing Benjamin with.,Tamara knew who is exposing Benjamin.,956
957,Cindy has concealed that this lady bikes to a college campus for Holly.,Cindy has concealed what this lady bikes to for Holly.,Cindy has concealed what this lady bikes to a college campus for.,Cindy has concealed what bikes to a college campus.,957
958,A lot of girls forget that a lot of actresses escape from the Great Lakes for Keith.,A lot of girls forget what a lot of actresses escape from for Keith.,A lot of girls forget what a lot of actresses escape from the Great Lakes for.,A lot of girls forget what escape from the Great Lakes.,958
959,Spain has remembered that men are talking to Daniel with James.,Spain has remembered who men are talking to with James.,Spain has remembered who men are talking to Daniel with.,Spain has remembered who are talking to Daniel.,959
960,Michelle realized that committees respected Pamela with Amy.,Michelle realized who committees respected with Amy.,Michelle realized who committees respected Pamela with.,Michelle realized who respected Pamela.,960
961,The Clintons forget that that lady built many cafes for every pedestrian.,The Clintons forget what that lady built for every pedestrian.,The Clintons forget what that lady built many cafes for.,The Clintons forget what built many cafes.,961
962,Every girl figured out that a dancer isn't revealing most rugs with Mitchell.,Every girl figured out what a dancer isn't revealing with Mitchell.,Every girl figured out what a dancer isn't revealing most rugs with.,Every girl figured out what isn't revealing most rugs.,962
963,The Impressionists find out that most partners could discuss that waitress with Christopher.,The Impressionists find out who most partners could discuss with Christopher.,The Impressionists find out who most partners could discuss that waitress with.,The Impressionists find out who could discuss that waitress.,963
964,Most contractors conceal that every patient discovered the mushrooms for Bill.,Most contractors conceal what every patient discovered for Bill.,Most contractors conceal what every patient discovered the mushrooms for.,Most contractors conceal what discovered the mushrooms.,964
965,Bruce remembered that that student bikes to cafes with Theodore.,Bruce remembered what that student bikes to with Theodore.,Bruce remembered what that student bikes to cafes with.,Bruce remembered what bikes to cafes.,965
966,Florence is investigating that a lot of senators could bore Ella with Anna.,Florence is investigating who a lot of senators could bore with Anna.,Florence is investigating who a lot of senators could bore Ella with.,Florence is investigating who could bore Ella.,966
967,All libraries remember that this driver wasn't bringing many dogs for Anna.,All libraries remember what this driver wasn't bringing for Anna.,All libraries remember what this driver wasn't bringing many dogs for.,All libraries remember what wasn't bringing many dogs.,967
968,Amelia learned that this contractor can talk to Jessica for Grace.,Amelia learned who this contractor can talk to for Grace.,Amelia learned who this contractor can talk to Jessica for.,Amelia learned who can talk to Jessica.,968
969,Brenda found out that those women drive some carriage for that guy.,Brenda found out what those women drive for that guy.,Brenda found out what those women drive some carriage for.,Brenda found out what drive some carriage.,969
970,Samantha had investigated that a report wasn't disgusting Gregory for Brad.,Samantha had investigated who a report wasn't disgusting for Brad.,Samantha had investigated who a report wasn't disgusting Gregory for.,Samantha had investigated who wasn't disgusting Gregory.,970
