,adj_that,adj_wh,adj_subj_that,adj_subj_wh,pairID,,,,,,,,,,,,,,,,,,,,
867,Marie shouldn't figure out that that hamster hasn't annoyed Samuel while disgusting Irene.,Marie shouldn't figure out who that hamster hasn't annoyed while disgusting Irene.,Marie shouldn't figure out that that hamster coped while disgusting Irene hasn't annoyed Samuel.,Marie shouldn't figure out who that hamster coped while disgusting Irene hasn't annoyed.,867,,,,,,,,,,,,,,,,,,,,
868,All dentists investigate that the waiter could complain about those waiters after shocking Kevin.,All dentists investigate who the waiter could complain about after shocking Kevin.,All dentists investigate that the waiter fallen apart after shocking Kevin could complain about those waiters.,All dentists investigate who the waiter fallen apart after shocking Kevin could complain about.,868,,,,,,,,,,,,,,,,,,,,
869,Melanie reveals that the dentists might have some plates after lifting fish.,Melanie reveals what the dentists might have after lifting fish.,Melanie reveals that the dentists visited after lifting fish might have some plates.,Melanie reveals what the dentists visited after lifting fish might have.,869,,,,,,,,,,,,,,,,,,,,
870,The Lutherans might figure out that some waitress hadn't taught Kenneth while revealing Carmen.,The Lutherans might figure out who some waitress hadn't taught while revealing Carmen.,The Lutherans might figure out that some waitress approved while revealing Carmen hadn't taught Kenneth.,The Lutherans might figure out who some waitress approved while revealing Carmen hadn't taught.,870,,,,,,,,,,,,,,,,,,,,
871,Some dentists conceal that guests hadn't sung those melodies without complaining about Stephanie.,Some dentists conceal what guests hadn't sung without complaining about Stephanie.,Some dentists conceal that guests married without complaining about Stephanie hadn't sung those melodies.,Some dentists conceal what guests married without complaining about Stephanie hadn't sung.,871,,,,,,,,,,,,,,,,,,,,
872,Steve wasn't realizing that a woman loses Deanna while attacking a waitress.,Steve wasn't realizing who a woman loses while attacking a waitress.,Steve wasn't realizing that a woman chipped while attacking a waitress loses Deanna.,Steve wasn't realizing who a woman chipped while attacking a waitress loses.,872,,,,,,,,,,,,,,,,,,,,
873,Children realize that every lady described Bradley while disturbing Vanessa.,Children realize who every lady described while disturbing Vanessa.,Children realize that every lady reunited while disturbing Vanessa described Bradley.,Children realize who every lady reunited while disturbing Vanessa described.,873,,,,,,,,,,,,,,,,,,,,
874,A customer figured out that that wine scares Helen before hurting Grace.,A customer figured out who that wine scares before hurting Grace.,A customer figured out that that wine lost before hurting Grace scares Helen.,A customer figured out who that wine lost before hurting Grace scares.,874,,,,,,,,,,,,,,,,,,,,
875,Jerry discovered that the tutor wasn't boycotting these associations before underwhelming Michelle.,Jerry discovered what the tutor wasn't boycotting before underwhelming Michelle.,Jerry discovered that the tutor declared before underwhelming Michelle wasn't boycotting these associations.,Jerry discovered what the tutor declared before underwhelming Michelle wasn't boycotting.,875,,,,,,,,,,,,,,,,,,,,
876,Vanessa wouldn't discover that some woman cared for Julia while striking Kimberley.,Vanessa wouldn't discover who some woman cared for while striking Kimberley.,Vanessa wouldn't discover that some woman baked while striking Kimberley cared for Julia.,Vanessa wouldn't discover who some woman baked while striking Kimberley cared for.,876,,,,,,,,,,,,,,,,,,,,
877,Some handymen forget that some driver might cure actresses before bothering Stephanie.,Some handymen forget who some driver might cure before bothering Stephanie.,Some handymen forget that some driver urged before bothering Stephanie might cure actresses.,Some handymen forget who some driver urged before bothering Stephanie might cure.,877,,,,,,,,,,,,,,,,,,,,
878,Those lawyers are investigating that this tutor disagrees with Linda before boring Gerald.,Those lawyers are investigating who this tutor disagrees with before boring Gerald.,Those lawyers are investigating that this tutor responded before boring Gerald disagrees with Linda.,Those lawyers are investigating who this tutor responded before boring Gerald disagrees with.,878,,,,,,,,,,,,,,,,,,,,
879,Kendra hadn't known that all alumni skate around a lot of cafes before dropping by some lake.,Kendra hadn't known what all alumni skate around before dropping by some lake.,Kendra hadn't known that all alumni hired before dropping by some lake skate around a lot of cafes.,Kendra hadn't known what all alumni hired before dropping by some lake skate around.,879,,,,,,,,,,,,,,,,,,,,
880,Connie was concealing that this electrician can strike a lot of actresses after investigating Larry.,Connie was concealing who this electrician can strike after investigating Larry.,Connie was concealing that this electrician hidden away after investigating Larry can strike a lot of actresses.,Connie was concealing who this electrician hidden away after investigating Larry can strike.,880,,,,,,,,,,,,,,,,,,,,
881,Judy concealed that some guy isn't observing that child after holding Rodney.,Judy concealed who some guy isn't observing after holding Rodney.,Judy concealed that some guy conferred after holding Rodney isn't observing that child.,Judy concealed who some guy conferred after holding Rodney isn't observing.,881,,,,,,,,,,,,,,,,,,,,
882,A lot of schools discover that these deer aren't losing these schools without astounding Peter.,A lot of schools discover what these deer aren't losing without astounding Peter.,A lot of schools discover that these deer practiced without astounding Peter aren't losing these schools.,A lot of schools discover what these deer practiced without astounding Peter aren't losing.,882,,,,,,,,,,,,,,,,,,,,
883,Those senators are figuring out that a man insults most customers without underwhelming a customer.,Those senators are figuring out who a man insults without underwhelming a customer.,Those senators are figuring out that a man kissed without underwhelming a customer insults most customers.,Those senators are figuring out who a man kissed without underwhelming a customer insults.,883,,,,,,,,,,,,,,,,,,,,
884,Sara has concealed that this actress cures Cheryl without harming that patient.,Sara has concealed who this actress cures without harming that patient.,Sara has concealed that this actress discussed without harming that patient cures Cheryl.,Sara has concealed who this actress discussed without harming that patient cures.,884,,,,,,,,,,,,,,,,,,,,
885,Colleen hadn't remembered that senators would drink some tea without finding Pamela.,Colleen hadn't remembered what senators would drink without finding Pamela.,Colleen hadn't remembered that senators crumpled without finding Pamela would drink some tea.,Colleen hadn't remembered what senators crumpled without finding Pamela would drink.,885,,,,,,,,,,,,,,,,,,,,
